,user_id,Recency,Frequency,Monetary,r_quartile,f_quartile,m_quartile,RFMScore
7200,7201,1,99,13286,2,3,4,234
7201,7202,7,140,20016,4,1,1,411
7202,7203,4,114,17865,4,2,2,422
7203,7204,0,113,15452,1,2,3,123
7204,7205,-1,125,18247,1,2,2,122
7205,7206,9,83,12474,4,4,4,444
7206,7207,0,99,13194,1,3,4,134
7207,7208,-1,124,17783,1,2,2,122
7208,7209,0,112,16485,1,2,2,122
7209,7210,-1,164,23593,1,1,1,111
7210,7211,-1,154,21237,1,1,1,111
7211,7212,-1,174,25647,1,1,1,111
7212,7213,9,99,15233,4,3,3,433
7213,7214,-1,128,19383,1,2,1,121
7214,7215,0,108,15770,1,3,3,133
7215,7216,8,123,17891,4,2,2,422
7216,7217,0,110,15508,1,3,3,133
7217,7218,14,97,13503,4,3,4,434
7218,7219,1,107,15447,2,3,3,233
7219,7220,0,81,11413,1,4,4,144
7220,7221,2,97,15995,3,3,2,332
7221,7222,-1,98,14900,1,3,3,133
7222,7223,1,89,12555,2,4,4,244
7223,7224,2,151,21071,3,1,1,311
7224,7225,0,178,25751,1,1,1,111
7225,7226,1,130,19643,2,1,1,211
7226,7227,1,93,14391,2,4,3,243
7227,7228,-1,137,19092,1,1,1,111
7228,7229,3,108,15800,3,3,3,333
7229,7230,-1,114,14380,1,2,3,123
7230,7231,1,102,15209,2,3,3,233
7231,7232,8,98,14411,4,3,3,433
7232,7233,4,95,13586,4,4,4,444
7233,7234,-1,133,18879,1,1,1,111
7234,7235,1,85,11173,2,4,4,244
7235,7236,10,142,20701,4,1,1,411
7236,7237,1,111,16438,2,3,2,232
7237,7238,7,112,16715,4,2,2,422
7238,7239,7,94,13331,4,4,4,444
7239,7240,2,141,19889,3,1,1,311
7240,7241,4,74,11194,4,4,4,444
7241,7242,5,121,17026,4,2,2,422
7242,7243,1,99,12898,2,3,4,234
7243,7244,0,136,18807,1,1,1,111
7244,7245,5,120,17698,4,2,2,422
7245,7246,3,113,15348,3,2,3,323
7246,7247,-1,81,11865,1,4,4,144
7247,7248,13,35,5469,4,4,4,444
7248,7249,-1,110,14530,1,3,3,133
7249,7250,3,144,21172,3,1,1,311
7250,7251,0,121,17952,1,2,2,122
7251,7252,1,110,15611,2,3,3,233
7252,7253,2,140,19590,3,1,1,311
7253,7254,8,123,17479,4,2,2,422
7254,7255,0,108,15400,1,3,3,133
7255,7256,14,105,14446,4,3,3,433
7256,7257,1,165,24236,2,1,1,211
7257,7258,0,97,13514,1,3,4,134
7258,7259,0,149,20909,1,1,1,111
7259,7260,1,166,25755,2,1,1,211
7260,7261,3,99,14313,3,3,3,333
7261,7262,0,108,16617,1,3,2,132
7262,7263,20,62,8205,4,4,4,444
7263,7264,-1,117,17373,1,2,2,122
7264,7265,13,140,21715,4,1,1,411
7265,7266,2,103,12700,3,3,4,334
7266,7267,8,102,14265,4,3,3,433
7267,7268,-1,129,19318,1,1,1,111
7268,7269,4,139,20234,4,1,1,411
7269,7270,-1,145,22386,1,1,1,111
7270,7271,5,108,15364,4,3,3,433
7271,7272,-1,99,15776,1,3,3,133
7272,7273,0,122,16906,1,2,2,122
7273,7274,0,143,22109,1,1,1,111
7274,7275,0,128,18622,1,2,1,121
7275,7276,-1,100,13887,1,3,3,133
7276,7277,-1,112,16636,1,2,2,122
7277,7278,-1,164,24526,1,1,1,111
7278,7279,0,104,14972,1,3,3,133
7279,7280,7,30,4822,4,4,4,444
7280,7281,-1,115,17515,1,2,2,122
7281,7282,0,109,15562,1,3,3,133
7282,7283,0,123,17617,1,2,2,122
7283,7284,3,107,15062,3,3,3,333
7284,7285,3,112,18833,3,2,1,321
7285,7286,4,69,8845,4,4,4,444
7286,7287,5,112,17423,4,2,2,422
7287,7288,4,113,15797,4,2,3,423
7288,7289,-1,112,16577,1,2,2,122
7289,7290,3,123,16728,3,2,2,322
7290,7291,1,109,16787,2,3,2,232
7291,7292,0,95,13784,1,4,3,143
7292,7293,0,129,17906,1,1,2,112
7293,7294,-1,99,16275,1,3,2,132
7294,7295,1,130,16853,2,1,2,212
7295,7296,-1,94,13410,1,4,4,144
7296,7297,2,116,16381,3,2,2,322
7297,7298,0,143,19903,1,1,1,111
7298,7299,2,104,14769,3,3,3,333
7299,7300,1,90,11992,2,4,4,244
7300,7301,-1,149,20859,1,1,1,111
7301,7302,-1,153,21994,1,1,1,111
7302,7303,0,107,14476,1,3,3,133
7303,7304,0,162,23079,1,1,1,111
7304,7305,11,109,16409,4,3,2,432
7305,7306,0,154,23114,1,1,1,111
7306,7307,6,104,13959,4,3,3,433
7307,7308,1,103,14036,2,3,3,233
7308,7309,-1,120,16668,1,2,2,122
7309,7310,2,85,11683,3,4,4,344
7310,7311,3,87,13725,3,4,3,343
7311,7312,1,83,12434,2,4,4,244
7312,7313,-1,105,14838,1,3,3,133
7313,7314,9,90,13751,4,4,3,443
7314,7315,7,109,16046,4,3,2,432
7315,7316,2,89,12666,3,4,4,344
7316,7317,0,135,20061,1,1,1,111
7317,7318,-1,117,16375,1,2,2,122
7318,7319,0,162,22942,1,1,1,111
7319,7320,10,89,12508,4,4,4,444
7320,7321,6,160,24226,4,1,1,411
7321,7322,5,140,18736,4,1,1,411
7322,7323,-1,132,19016,1,1,1,111
7323,7324,0,105,15267,1,3,3,133
7324,7325,1,118,17007,2,2,2,222
7325,7326,1,111,16187,2,3,2,232
7326,7327,1,66,10093,2,4,4,244
7327,7328,1,95,13626,2,4,4,244
7328,7329,-1,113,13873,1,2,3,123
7329,7330,1,132,19958,2,1,1,211
7330,7331,-1,150,23101,1,1,1,111
7331,7332,-1,146,19954,1,1,1,111
7332,7333,4,128,18976,4,2,1,421
7333,7334,0,111,16406,1,3,2,132
7334,7335,2,92,12921,3,4,4,344
7335,7336,-1,114,16872,1,2,2,122
7336,7337,8,97,13900,4,3,3,433
7337,7338,-1,124,16032,1,2,2,122
7338,7339,0,118,17748,1,2,2,122
7339,7340,0,120,16430,1,2,2,122
7340,7341,-1,95,13175,1,4,4,144
7341,7342,7,119,17216,4,2,2,422
7342,7343,-1,96,13932,1,4,3,143
7343,7344,4,108,14724,4,3,3,433
7344,7345,2,77,9436,3,4,4,344
7345,7346,-1,120,16599,1,2,2,122
7346,7347,1,129,18431,2,1,2,212
7347,7348,-1,113,16780,1,2,2,122
7348,7349,14,88,13247,4,4,4,444
7349,7350,-1,106,16900,1,3,2,132
7350,7351,2,123,17344,3,2,2,322
7351,7352,1,68,10445,2,4,4,244
7352,7353,7,97,14367,4,3,3,433
7353,7354,4,124,16038,4,2,2,422
7354,7355,0,143,21574,1,1,1,111
7355,7356,3,163,25262,3,1,1,311
7356,7357,-1,144,19978,1,1,1,111
7357,7358,3,103,13761,3,3,3,333
7358,7359,0,120,17399,1,2,2,122
7359,7360,-1,144,21130,1,1,1,111
7360,7361,-1,137,18711,1,1,1,111
7361,7362,3,101,15124,3,3,3,333
7362,7363,3,154,22663,3,1,1,311
7363,7364,3,116,18206,3,2,2,322
7364,7365,12,87,12458,4,4,4,444
7365,7366,-1,128,17901,1,2,2,122
7366,7367,-1,134,19579,1,1,1,111
7367,7368,1,108,14650,2,3,3,233
7368,7369,-1,146,19884,1,1,1,111
7369,7370,0,99,16290,1,3,2,132
7370,7371,2,87,12591,3,4,4,344
7371,7372,-1,103,15555,1,3,3,133
7372,7373,3,110,16692,3,3,2,332
7373,7374,-1,117,16872,1,2,2,122
7374,7375,5,106,16783,4,3,2,432
7375,7376,-1,119,16932,1,2,2,122
7376,7377,6,87,12017,4,4,4,444
7377,7378,1,137,20345,2,1,1,211
7378,7379,1,68,10880,2,4,4,244
7379,7380,1,103,15344,2,3,3,233
7380,7381,0,155,23022,1,1,1,111
7381,7382,1,128,18621,2,2,1,221
7382,7383,3,98,13910,3,3,3,333
7383,7384,2,152,23593,3,1,1,311
7384,7385,2,124,16074,3,2,2,322
7385,7386,7,86,13036,4,4,4,444
7386,7387,5,90,12534,4,4,4,444
7387,7388,5,111,16023,4,3,2,432
7388,7389,0,104,16225,1,3,2,132
7389,7390,3,85,11510,3,4,4,344
7390,7391,3,98,14899,3,3,3,333
7391,7392,6,97,14663,4,3,3,433
7392,7393,1,91,14015,2,4,3,243
7393,7394,5,96,13649,4,4,4,444
7394,7395,0,120,17729,1,2,2,122
7395,7396,1,95,14581,2,4,3,243
7396,7397,7,72,10272,4,4,4,444
7397,7398,-1,102,14928,1,3,3,133
7398,7399,-1,114,15821,1,2,3,123
7399,7400,3,99,14673,3,3,3,333
7400,7401,-1,101,15501,1,3,3,133
7401,7402,4,126,17941,4,2,2,422
7402,7403,-1,97,14801,1,3,3,133
7403,7404,0,97,14451,1,3,3,133
7404,7405,0,143,20384,1,1,1,111
7405,7406,-1,167,23760,1,1,1,111
7406,7407,6,97,14082,4,3,3,433
7407,7408,7,100,15372,4,3,3,433
7408,7409,-1,116,15098,1,2,3,123
7409,7410,2,171,25172,3,1,1,311
7410,7411,0,97,13467,1,3,4,134
7411,7412,1,98,12767,2,3,4,234
7412,7413,-1,125,15334,1,2,3,123
7413,7414,6,105,15486,4,3,3,433
7414,7415,-1,77,11187,1,4,4,144
7415,7416,5,89,12531,4,4,4,444
7416,7417,-1,116,17900,1,2,2,122
7417,7418,-1,108,15750,1,3,3,133
7418,7419,3,94,13193,3,4,4,344
7419,7420,1,100,13584,2,3,4,234
7420,7421,1,135,19909,2,1,1,211
7421,7422,6,159,21388,4,1,1,411
7422,7423,1,113,16459,2,2,2,222
7423,7424,0,120,17955,1,2,2,122
7424,7425,1,137,19778,2,1,1,211
7425,7426,0,124,17289,1,2,2,122
7426,7427,2,149,22788,3,1,1,311
7427,7428,0,144,21678,1,1,1,111
7428,7429,2,117,17314,3,2,2,322
7429,7430,-1,156,21854,1,1,1,111
7430,7431,2,88,12161,3,4,4,344
7431,7432,2,99,14410,3,3,3,333
7432,7433,-1,145,24059,1,1,1,111
7433,7434,-1,119,17083,1,2,2,122
7434,7435,2,98,14177,3,3,3,333
7435,7436,1,90,12417,2,4,4,244
7436,7437,-1,96,15696,1,4,3,143
7437,7438,-1,174,26284,1,1,1,111
7438,7439,2,93,13959,3,4,3,343
7439,7440,0,119,16846,1,2,2,122
7440,7441,-1,99,14055,1,3,3,133
7441,7442,4,120,17466,4,2,2,422
7442,7443,3,150,23326,3,1,1,311
7443,7444,0,119,17377,1,2,2,122
7444,7445,0,129,19859,1,1,1,111
7445,7446,4,135,18307,4,1,2,412
7446,7447,5,111,17282,4,3,2,432
7447,7448,-1,157,23213,1,1,1,111
7448,7449,2,100,13476,3,3,4,334
7449,7450,3,94,12970,3,4,4,344
7450,7451,1,89,12687,2,4,4,244
7451,7452,4,115,17985,4,2,2,422
7452,7453,-1,170,23306,1,1,1,111
7453,7454,3,99,16029,3,3,2,332
7454,7455,-1,134,19001,1,1,1,111
7455,7456,-1,138,21207,1,1,1,111
7456,7457,0,109,15998,1,3,2,132
7457,7458,1,94,13973,2,4,3,243
7458,7459,1,79,10861,2,4,4,244
7459,7460,-1,144,20493,1,1,1,111
7460,7461,0,88,13742,1,4,3,143
7461,7462,1,102,14174,2,3,3,233
7462,7463,0,107,15868,1,3,3,133
7463,7464,4,93,14574,4,4,3,443
7464,7465,8,71,11430,4,4,4,444
7465,7466,2,128,19148,3,2,1,321
7466,7467,2,136,19130,3,1,1,311
7467,7468,1,148,21415,2,1,1,211
7468,7469,0,113,15735,1,2,3,123
7469,7470,1,82,11376,2,4,4,244
7470,7471,1,94,12639,2,4,4,244
7471,7472,0,88,13993,1,4,3,143
7472,7473,0,94,12564,1,4,4,144
7473,7474,6,80,11102,4,4,4,444
7474,7475,6,97,15489,4,3,3,433
7475,7476,3,112,15029,3,2,3,323
7476,7477,0,134,18998,1,1,1,111
7477,7478,1,103,15387,2,3,3,233
7478,7479,-1,143,18692,1,1,1,111
7479,7480,-1,114,15444,1,2,3,123
7480,7481,1,133,19334,2,1,1,211
7481,7482,1,89,13274,2,4,4,244
7482,7483,-1,106,14903,1,3,3,133
7483,7484,0,121,16246,1,2,2,122
7484,7485,2,137,19671,3,1,1,311
7485,7486,0,96,14229,1,4,3,143
7486,7487,3,132,19043,3,1,1,311
7487,7488,3,122,17801,3,2,2,322
7488,7489,6,97,13049,4,3,4,434
7489,7490,1,82,12770,2,4,4,244
7490,7491,5,87,13180,4,4,4,444
7491,7492,0,117,16550,1,2,2,122
7492,7493,0,164,24137,1,1,1,111
7493,7494,0,103,14750,1,3,3,133
7494,7495,0,140,21089,1,1,1,111
7495,7496,0,131,20288,1,1,1,111
7496,7497,1,78,11072,2,4,4,244
7497,7498,-1,120,18543,1,2,1,121
7498,7499,2,99,13902,3,3,3,333
7499,7500,3,94,13953,3,4,3,343
7500,7501,-1,136,19189,1,1,1,111
7501,7502,0,131,16951,1,1,2,112
7502,7503,6,108,14172,4,3,3,433
7503,7504,2,84,10306,3,4,4,344
7504,7505,2,93,13357,3,4,4,344
7505,7506,1,105,15667,2,3,3,233
7506,7507,1,118,19018,2,2,1,221
7507,7508,3,95,14013,3,4,3,343
7508,7509,1,153,22843,2,1,1,211
7509,7510,-1,103,12737,1,3,4,134
7510,7511,-1,121,16438,1,2,2,122
7511,7512,-1,123,17994,1,2,2,122
7512,7513,3,156,23563,3,1,1,311
7513,7514,1,107,14025,2,3,3,233
7514,7515,-1,111,17516,1,3,2,132
7515,7516,1,96,13591,2,4,4,244
7516,7517,0,129,17418,1,1,2,112
7517,7518,4,137,18922,4,1,1,411
7518,7519,-1,102,14860,1,3,3,133
7519,7520,1,143,21695,2,1,1,211
7520,7521,3,118,17604,3,2,2,322
7521,7522,-1,101,14668,1,3,3,133
7522,7523,2,164,23147,3,1,1,311
7523,7524,-1,143,21066,1,1,1,111
7524,7525,2,80,10772,3,4,4,344
7525,7526,-1,113,16570,1,2,2,122
7526,7527,0,126,19961,1,2,1,121
7527,7528,1,97,13992,2,3,3,233
7528,7529,1,52,7790,2,4,4,244
7529,7530,6,108,13537,4,3,4,434
7530,7531,2,131,18141,3,1,2,312
7531,7532,2,102,14694,3,3,3,333
7532,7533,0,116,15324,1,2,3,123
7533,7534,0,117,15512,1,2,3,123
7534,7535,5,117,16846,4,2,2,422
7535,7536,-1,137,18946,1,1,1,111
7536,7537,6,91,13563,4,4,4,444
7537,7538,1,122,18124,2,2,2,222
7538,7539,0,120,16219,1,2,2,122
7539,7540,1,139,19881,2,1,1,211
7540,7541,2,145,20779,3,1,1,311
7541,7542,-1,138,18917,1,1,1,111
7542,7543,1,148,22715,2,1,1,211
7543,7544,9,105,15003,4,3,3,433
7544,7545,2,135,18657,3,1,1,311
7545,7546,0,155,22279,1,1,1,111
7546,7547,3,107,14295,3,3,3,333
7547,7548,4,98,13384,4,3,4,434
7548,7549,-1,70,9793,1,4,4,144
7549,7550,2,94,14076,3,4,3,343
7550,7551,6,89,12855,4,4,4,444
7551,7552,-1,46,6835,1,4,4,144
7552,7553,0,160,23880,1,1,1,111
7553,7554,2,74,11911,3,4,4,344
7554,7555,0,111,17705,1,3,2,132
7555,7556,0,138,19913,1,1,1,111
7556,7557,1,110,16574,2,3,2,232
7557,7558,4,99,14651,4,3,3,433
7558,7559,-1,106,16444,1,3,2,132
7559,7560,-1,85,12524,1,4,4,144
7560,7561,15,108,15684,4,3,3,433
7561,7562,19,34,4897,4,4,4,444
7562,7563,-1,196,27421,1,1,1,111
7563,7564,-1,115,15681,1,2,3,123
7564,7565,2,101,14402,3,3,3,333
7565,7566,1,130,20122,2,1,1,211
7566,7567,5,116,16245,4,2,2,422
7567,7568,1,135,18570,2,1,1,211
7568,7569,2,110,15784,3,3,3,333
7569,7570,-1,147,22643,1,1,1,111
7570,7571,2,107,15354,3,3,3,333
7571,7572,5,114,16948,4,2,2,422
7572,7573,2,94,15588,3,4,3,343
7573,7574,3,155,22251,3,1,1,311
7574,7575,0,137,18650,1,1,1,111
7575,7576,0,127,19849,1,2,1,121
7576,7577,0,101,14375,1,3,3,133
7577,7578,7,102,14527,4,3,3,433
7578,7579,-1,140,22277,1,1,1,111
7579,7580,0,173,25905,1,1,1,111
7580,7581,2,132,18760,3,1,1,311
7581,7582,4,97,13258,4,3,4,434
7582,7583,-1,119,16830,1,2,2,122
7583,7584,4,158,24532,4,1,1,411
7584,7585,1,169,23364,2,1,1,211
7585,7586,1,136,20010,2,1,1,211
7586,7587,0,89,12594,1,4,4,144
7587,7588,1,136,18787,2,1,1,211
7588,7589,3,92,12277,3,4,4,344
7589,7590,3,108,16606,3,3,2,332
7590,7591,0,94,13952,1,4,3,143
7591,7592,0,86,12783,1,4,4,144
7592,7593,3,106,15745,3,3,3,333
7593,7594,7,101,15068,4,3,3,433
7594,7595,5,92,12934,4,4,4,444
7595,7596,2,100,13751,3,3,3,333
7596,7597,3,109,16686,3,3,2,332
7597,7598,2,119,16834,3,2,2,322
7598,7599,-1,162,23879,1,1,1,111
7599,7600,-1,99,13862,1,3,3,133
7600,7601,1,117,17435,2,2,2,222
7601,7602,1,125,17735,2,2,2,222
7602,7603,1,115,15901,2,2,3,223
7603,7604,2,101,14495,3,3,3,333
7604,7605,0,95,13236,1,4,4,144
7605,7606,2,119,16631,3,2,2,322
7606,7607,9,86,14053,4,4,3,443
7607,7608,0,88,13335,1,4,4,144
7608,7609,0,124,18101,1,2,2,122
7609,7610,-1,173,22546,1,1,1,111
7610,7611,3,113,15047,3,2,3,323
7611,7612,-1,146,22598,1,1,1,111
7612,7613,7,85,12021,4,4,4,444
7613,7614,1,95,13950,2,4,3,243
7614,7615,1,86,11743,2,4,4,244
7615,7616,0,82,11301,1,4,4,144
7616,7617,5,128,18011,4,2,2,422
7617,7618,9,57,8358,4,4,4,444
7618,7619,1,80,12200,2,4,4,244
7619,7620,1,92,11959,2,4,4,244
7620,7621,-1,104,14152,1,3,3,133
7621,7622,-1,87,11478,1,4,4,144
7622,7623,-1,153,21613,1,1,1,111
7623,7624,2,108,15838,3,3,3,333
7624,7625,1,92,13151,2,4,4,244
7625,7626,-1,125,16672,1,2,2,122
7626,7627,2,130,19208,3,1,1,311
7627,7628,1,129,19672,2,1,1,211
7628,7629,2,136,19427,3,1,1,311
7629,7630,2,119,16064,3,2,2,322
7630,7631,2,118,16970,3,2,2,322
7631,7632,2,117,17208,3,2,2,322
7632,7633,2,107,15816,3,3,3,333
7633,7634,0,109,16642,1,3,2,132
7634,7635,6,118,16675,4,2,2,422
7635,7636,0,124,20258,1,2,1,121
7636,7637,-1,125,20404,1,2,1,121
7637,7638,0,126,18078,1,2,2,122
7638,7639,-1,124,18047,1,2,2,122
7639,7640,-1,105,14045,1,3,3,133
7640,7641,-1,156,22074,1,1,1,111
7641,7642,-1,150,20462,1,1,1,111
7642,7643,8,109,14618,4,3,3,433
7643,7644,7,117,17574,4,2,2,422
7644,7645,2,112,17474,3,2,2,322
7645,7646,2,122,19269,3,2,1,321
7646,7647,0,151,22453,1,1,1,111
7647,7648,0,128,20297,1,2,1,121
7648,7649,2,119,19922,3,2,1,321
7649,7650,0,73,10498,1,4,4,144
7650,7651,10,92,12098,4,4,4,444
7651,7652,1,103,15515,2,3,3,233
7652,7653,6,92,13082,4,4,4,444
7653,7654,-1,106,15415,1,3,3,133
7654,7655,-1,86,12216,1,4,4,144
7655,7656,6,111,16443,4,3,2,432
7656,7657,0,101,15392,1,3,3,133
7657,7658,0,109,15318,1,3,3,133
7658,7659,3,99,13909,3,3,3,333
7659,7660,2,76,11876,3,4,4,344
7660,7661,-1,124,17576,1,2,2,122
7661,7662,-1,87,12211,1,4,4,144
7662,7663,0,100,14518,1,3,3,133
7663,7664,2,92,14070,3,4,3,343
7664,7665,0,94,13095,1,4,4,144
7665,7666,-1,95,12718,1,4,4,144
7666,7667,12,94,13723,4,4,3,443
7667,7668,-1,115,15774,1,2,3,123
7668,7669,-1,129,17754,1,1,2,112
7669,7670,1,97,13248,2,3,4,234
7670,7671,-1,143,19806,1,1,1,111
7671,7672,2,138,19028,3,1,1,311
7672,7673,3,146,22130,3,1,1,311
7673,7674,0,169,23443,1,1,1,111
7674,7675,2,126,17408,3,2,2,322
7675,7676,1,111,17858,2,3,2,232
7676,7677,1,160,24339,2,1,1,211
7677,7678,-1,165,23026,1,1,1,111
7678,7679,2,129,16397,3,1,2,312
7679,7680,5,104,15875,4,3,3,433
7680,7681,-1,84,10246,1,4,4,144
7681,7682,1,131,19028,2,1,1,211
7682,7683,8,144,21504,4,1,1,411
7683,7684,11,119,17316,4,2,2,422
7684,7685,-1,135,19596,1,1,1,111
7685,7686,-1,121,17228,1,2,2,122
7686,7687,7,106,14676,4,3,3,433
7687,7688,-1,111,16578,1,3,2,132
7688,7689,-1,100,14112,1,3,3,133
7689,7690,3,91,12902,3,4,4,344
7690,7691,-1,116,15899,1,2,3,123
7691,7692,3,114,18480,3,2,2,322
7692,7693,7,103,14720,4,3,3,433
7693,7694,-1,130,19661,1,1,1,111
7694,7695,1,148,20789,2,1,1,211
7695,7696,1,112,16449,2,2,2,222
7696,7697,0,132,19062,1,1,1,111
7697,7698,8,114,17217,4,2,2,422
7698,7699,2,69,9159,3,4,4,344
7699,7700,-1,132,20770,1,1,1,111
7700,7701,-1,131,19575,1,1,1,111
7701,7702,-1,110,16558,1,3,2,132
7702,7703,-1,116,16871,1,2,2,122
7703,7704,2,129,18100,3,1,2,312
7704,7705,10,78,10794,4,4,4,444
7705,7706,0,115,15935,1,2,3,123
7706,7707,4,129,17478,4,1,2,412
7707,7708,1,128,19081,2,2,1,221
7708,7709,0,146,18641,1,1,1,111
7709,7710,7,90,13726,4,4,3,443
7710,7711,-1,159,24521,1,1,1,111
7711,7712,1,120,17707,2,2,2,222
7712,7713,7,104,14770,4,3,3,433
7713,7714,1,105,14903,2,3,3,233
7714,7715,-1,163,24460,1,1,1,111
7715,7716,-1,108,15367,1,3,3,133
7716,7717,4,140,18508,4,1,2,412
7717,7718,0,115,16994,1,2,2,122
7718,7719,5,47,6666,4,4,4,444
7719,7720,-1,108,14724,1,3,3,133
7720,7721,-1,140,22986,1,1,1,111
7721,7722,0,95,13686,1,4,3,143
7722,7723,4,132,18882,4,1,1,411
7723,7724,-1,117,17165,1,2,2,122
7724,7725,6,120,17297,4,2,2,422
7725,7726,2,106,14345,3,3,3,333
7726,7727,2,98,15713,3,3,3,333
7727,7728,3,87,11132,3,4,4,344
7728,7729,1,125,18960,2,2,1,221
7729,7730,0,101,14784,1,3,3,133
7730,7731,3,98,13484,3,3,4,334
7731,7732,3,109,15666,3,3,3,333
7732,7733,1,125,17202,2,2,2,222
7733,7734,1,157,23295,2,1,1,211
7734,7735,3,103,14035,3,3,3,333
7735,7736,-1,77,10905,1,4,4,144
7736,7737,1,127,18178,2,2,2,222
7737,7738,3,152,22824,3,1,1,311
7738,7739,-1,135,21022,1,1,1,111
7739,7740,5,145,22807,4,1,1,411
7740,7741,4,127,19036,4,2,1,421
7741,7742,1,130,19903,2,1,1,211
7742,7743,-1,125,16462,1,2,2,122
7743,7744,1,122,19233,2,2,1,221
7744,7745,0,134,18935,1,1,1,111
7745,7746,2,111,15885,3,3,3,333
7746,7747,5,96,14747,4,4,3,443
7747,7748,8,94,14056,4,4,3,443
7748,7749,-1,115,16855,1,2,2,122
7749,7750,1,113,15739,2,2,3,223
7750,7751,1,87,12840,2,4,4,244
7751,7752,2,97,13521,3,3,4,334
7752,7753,1,111,17384,2,3,2,232
7753,7754,-1,100,12274,1,3,4,134
7754,7755,-1,95,13083,1,4,4,144
7755,7756,6,35,5090,4,4,4,444
7756,7757,4,92,13304,4,4,4,444
7757,7758,2,109,16695,3,3,2,332
7758,7759,1,137,21270,2,1,1,211
7759,7760,2,161,24474,3,1,1,311
7760,7761,2,133,18569,3,1,1,311
7761,7762,7,135,20465,4,1,1,411
7762,7763,-1,99,14451,1,3,3,133
7763,7764,3,107,16280,3,3,2,332
7764,7765,-1,107,14804,1,3,3,133
7765,7766,7,117,16171,4,2,2,422
7766,7767,0,103,14099,1,3,3,133
7767,7768,-1,119,17081,1,2,2,122
7768,7769,4,111,15096,4,3,3,433
7769,7770,2,114,17292,3,2,2,322
7770,7771,17,151,23173,4,1,1,411
7771,7772,1,132,19136,2,1,1,211
7772,7773,1,121,16618,2,2,2,222
7773,7774,0,98,13812,1,3,3,133
7774,7775,6,79,12054,4,4,4,444
7775,7776,-1,128,19630,1,2,1,121
7776,7777,-1,100,14220,1,3,3,133
7777,7778,0,166,23663,1,1,1,111
7778,7779,2,125,18559,3,2,1,321
7779,7780,1,109,15581,2,3,3,233
7780,7781,2,100,14902,3,3,3,333
7781,7782,4,86,13258,4,4,4,444
7782,7783,3,136,19306,3,1,1,311
7783,7784,2,148,21495,3,1,1,311
7784,7785,8,105,16922,4,3,2,432
7785,7786,5,132,18968,4,1,1,411
7786,7787,0,108,13313,1,3,4,134
7787,7788,0,129,18579,1,1,1,111
7788,7789,0,113,16596,1,2,2,122
7789,7790,12,87,12415,4,4,4,444
7790,7791,4,109,15850,4,3,3,433
7791,7792,-1,138,20515,1,1,1,111
7792,7793,5,96,12658,4,4,4,444
7793,7794,7,105,14137,4,3,3,433
7794,7795,0,84,11985,1,4,4,144
7795,7796,0,107,16225,1,3,2,132
7796,7797,0,123,18223,1,2,2,122
7797,7798,2,146,21347,3,1,1,311
7798,7799,0,81,10633,1,4,4,144
7799,7800,2,105,15715,3,3,3,333
7800,7801,-1,178,27235,1,1,1,111
7801,7802,-1,141,20953,1,1,1,111
7802,7803,-1,121,18052,1,2,2,122
7803,7804,1,95,13420,2,4,4,244
7804,7805,2,160,21258,3,1,1,311
7805,7806,-1,91,14425,1,4,3,143
7806,7807,1,92,12213,2,4,4,244
7807,7808,-1,149,21500,1,1,1,111
7808,7809,8,66,8861,4,4,4,444
7809,7810,0,101,13724,1,3,3,133
7810,7811,2,150,20274,3,1,1,311
7811,7812,-1,153,22478,1,1,1,111
7812,7813,8,45,6668,4,4,4,444
7813,7814,1,84,11061,2,4,4,244
7814,7815,2,130,20506,3,1,1,311
7815,7816,0,154,21982,1,1,1,111
7816,7817,2,133,19805,3,1,1,311
7817,7818,15,101,15951,4,3,3,433
7818,7819,2,121,19335,3,2,1,321
7819,7820,2,104,14729,3,3,3,333
7820,7821,-1,112,15670,1,2,3,123
7821,7822,2,94,12754,3,4,4,344
7822,7823,-1,115,15667,1,2,3,123
7823,7824,0,153,23345,1,1,1,111
7824,7825,0,109,13149,1,3,4,134
7825,7826,1,125,16708,2,2,2,222
7826,7827,1,118,17188,2,2,2,222
7827,7828,-1,125,18776,1,2,1,121
7828,7829,-1,108,14557,1,3,3,133
7829,7830,8,115,16234,4,2,2,422
7830,7831,9,83,11510,4,4,4,444
7831,7832,11,83,12153,4,4,4,444
7832,7833,0,118,16113,1,2,2,122
7833,7834,-1,159,21898,1,1,1,111
7834,7835,2,135,19664,3,1,1,311
7835,7836,-1,87,13185,1,4,4,144
7836,7837,3,109,15567,3,3,3,333
7837,7838,0,123,19161,1,2,1,121
7838,7839,10,101,13818,4,3,3,433
7839,7840,9,177,26574,4,1,1,411
7840,7841,-1,133,20567,1,1,1,111
7841,7842,5,173,22988,4,1,1,411
7842,7843,0,128,17546,1,2,2,122
7843,7844,0,118,17553,1,2,2,122
7844,7845,1,147,20733,2,1,1,211
7845,7846,0,156,24751,1,1,1,111
7846,7847,2,92,15656,3,4,3,343
7847,7848,1,159,23907,2,1,1,211
7848,7849,-1,145,18011,1,1,2,112
7849,7850,2,120,17053,3,2,2,322
7850,7851,2,112,16482,3,2,2,322
7851,7852,0,91,15708,1,4,3,143
7852,7853,4,128,17458,4,2,2,422
7853,7854,12,92,13876,4,4,3,443
7854,7855,-1,75,10569,1,4,4,144
7855,7856,2,139,21265,3,1,1,311
7856,7857,-1,168,22181,1,1,1,111
