,book_id,book_authors,book_title,language_code,genres,image_url,rating,book_rating_count,book_review_count,Price,book_desc
72,101,george orwell|erich fromm,1984,eng,classics,https://images.gr-assets.com/books/1348990566l/5470.jpg,4.23,2420816,53773,53,"Among the seminal texts of the 20th century, Nineteen Eighty-Four is a rare work that grows more haunting as its futuristic purgatory becomes more real. Published in 1949, the book offers political satirist George Orwell's nightmare vision of a totalitarian, bureaucratic world and one poor stiff's attempt to find individuality. The brilliance of the novel is Orwell's prescience of modern life--the ubiquity of television, the distortion of the language--and his ability to construct such a thorough version of hell. Required reading for students since it was published, it ranks among the most terrifying novels ever written."
73,102,anita diamant,the red tent,eng,historical,https://images.gr-assets.com/books/1405739117l/4989.jpg,4.67,470202,18027,19,"Her name is Dinah. In the Bible, her life is only hinted at in a brief and violent detour within the more familiar chapters of the Book of Genesis that are about her father, Jacob, and his dozen sons. Told in Dinah's voice, this novel reveals the traditions and turmoils of ancient womanhood--the world of the red tent. It begins with the story of her mothers--Leah, Rachel, Zilpah, and Bilhah--the four wives of Jacob. They love Dinah and give her gifts that sustain her through a hard-working youth, a calling to midwifery, and a new home in a foreign land. Dinah's story reaches out from a remarkable period of early history and creates an intimate connection with the past. Deeply affecting, The Red Tent combines rich storytelling with a valuable achievement in modern fiction: a new view of biblical women's society."
74,103,sue monk kidd,the secret life of bees,eng,fiction,https://images.gr-assets.com/books/1473454532l/37435.jpg,4.12,1001343,28026,34,"Set in South Carolina in 1964, The Secret Life of Bees tells the story of Lily Owens, whose life has been shaped around the blurred memory of the afternoon her mother was killed. When Lily's fierce-hearted black ""stand-in mother,"" Rosaleen, insults three of the deepest racists in town, Lily decides to spring them both free. They escape to Tiburon, South Carolina--a town that holds the secret to her mother's past. Taken in by an eccentric trio of black beekeeping sisters, Lily is introduced to their mesmerizing world of bees and honey, and the Black Madonna. This is a remarkable novel about divine female power, a story women will share and pass on to their daughters for years to come."
75,107,charles dickens|marisa sestino,great expectations,en-us,classics,https://images.gr-assets.com/books/1327920219l/2623.jpg,1,562389,13554,75,"In what may be Dickens's best novel, humble, orphaned Pip is apprenticed to the dirty work of the forge but dares to dream of becoming a gentleman — and one day, under sudden and enigmatic circumstances, he finds himself in possession of ""great expectations."" In this gripping tale of crime and guilt, revenge and reward, the compelling characters include Magwitch, the fearful and fearsome convict; Estella, whose beauty is excelled only by her haughtiness; and the embittered Miss Havisham, an eccentric jilted bride."
76,108,mark twain|guy cardwell|john seelye,the adventures of tom sawyer,eng,classics,https://images.gr-assets.com/books/1404811979l/24583.jpg,3.67,657117,8166,33,"Tom Sawyer is sure to find trouble wherever the river leads him…On the banks of the Mississippi River, Tom Sawyer and his friends seek out adventure at every turn. Then one fateful night in the graveyard they witness a murder. The boys make a blood oath never to reveal the secret, and they run away to be pirates in search of hidden treasure. But when Tom gets trapped in a cave with scary Injun Joe, can he escape unharmed?This Puffin Classic includes a behind-the-scenes journey, including an author profile, a guide to who's who, activities and more…"
77,109,albert camus|matthew    ward,the stranger,eng,classics,https://images.gr-assets.com/books/1349927872l/49552.jpg,3.56,555897,17611,80,"Through the story of an ordinary man unwittingly drawn into a senseless murder on an Algerian beach, Camus explored what he termed ""the nakedness of man faced with the absurd."" First published in English in 1946; now in a new translation by Matthew Ward."
78,110,agatha christie,and then there were none,eng,mystery,https://images.gr-assets.com/books/1391120695l/16299.jpg,3.67,577459,22367,39,"First, there were ten—a curious assortment of strangers summoned as weekend guests to a private island off the coast of Devon. Their host, an eccentric millionaire unknown to all of them, is nowhere to be found. All that the guests have in common is a wicked past they're unwilling to reveal—and a secret that will seal their fate. For each has been marked for murder. One by one they fall prey. Before the weekend is out, there will be none. And only the dead are above suspicion."
79,111,mikhail bulgakov|katherine tiernan o'connor|ellendea proffer|diana burgin,the master and margarita,eng,fiction,https://images.gr-assets.com/books/1327867963l/117833.jpg,2.8,186919,8601,52,"THE FIRST COMPLETE, ANNOTATED ENGLISH TRANSLATION OF MIKHAIL BULGAKOV'S COMIC MASTERPIECEAn audacious revision of the stories of Faust and Pontius Pilate, The Master and Margarita is recognized as one of the essential classics of modern Russian literature. the novel's vision of Soviet life in the 1930s is so ferociously accurate that it could not be published during its author's lifetime and appeared only in a censored edition in the 1960s. Its truths are so enduring that its language has become part of the common Russian speech.One hot spring, the devil arrives in Moscow, accompanied by a retinue that includes a beautiful naked witch and an immens talking black cat with a fondness for chess and vodka. The visitors quickly wreak havoc in a city that refuses to believe in either God or Satan. But they also bring peace to two unhappy Muscovites: one is the Master, a writer pilloried for daring to write a novel about Christ and Pontius Pilate; the other is Margarita, who loves the Master so deeply that she is willing literally to go to hell for him. What ensues is a novel of in exhaustible energy, humor, and philosophical depth, a work whose nuances emerge for the first time in Diana Burgin's and Katherine Tiernan O'Connor's splendid English version.(back cover)"
80,113,j.k. rowling|mary grandpré,harry potter and the goblet of fire,en-us,fantasy,https://images.gr-assets.com/books/1361482611l/6.jpg,4.47,2077766,36237,50,"Harry Potter is midway through his training as a wizard and his coming of age. Harry wants to get away from the pernicious Dursleys and go to the International Quidditch Cup. He wants to find out about the mysterious event that's supposed to take place at Hogwarts this year, an event involving two other rival schools of magic, and a competition that hasn't happened for a hundred years. He wants to be a normal, fourteen-year-old wizard. But unfortunately for Harry Potter, he's not normal - even by wizarding standards. And in his case, different can be deadly. --back cover"
81,114,stephen king,the shining,eng,horror,https://images.gr-assets.com/books/1353277730l/11588.jpg,3.8,916982,17519,42,"Jack Torrance's new job at the Overlook Hotel is the perfect chance for a fresh start. As the off-season caretaker at the atmospheric old hotel, he'll have plenty of time to spend reconnecting with his family and working on his writing. But as the harsh winter weather sets in, the idyllic location feels ever more remote...and more sinister. And the only one to notice the strange and terrible forces gathering around the Overlook is Danny Torrance, a uniquely gifted five-year-old.©1977 Stephen King; (P)2005 Random House Audio"
82,115,jack kerouac,on the road,en-us,classics,https://images.gr-assets.com/books/1413588576l/70401.jpg,4.2,301429,13085,60,"When Jack Kerouac’s On the Road first appeared in 1957, readers instantly felt the beat of a new literary rhythm. A fictionalised account of his own journeys across America with his friend Neal Cassady, Kerouac’s beatnik odyssey captured the soul of a generation and changed the landscape of American fiction for ever.Influenced by Jack London and Thomas Wolfe, Kerouac always wanted to be a writer, but his true voice only emerged when he wrote about his own experiences in On the Road. Leaving a broken marriage behind him, Sal Paradise (Kerouac) joins Dean Moriarty (Cassady), a tearaway and former reform school boy, on a series of journeys that takes them from New York to San Francisco, then south to Mexico. Hitching rides and boarding buses, they enter a world of hobos and drifters, fruit-pickers and migrant families, small towns and wide horizons. Adrift from conventional society, they experience America in the raw: a place where living is hard, but ‘life is holy and every moment is precious’.With its smoky, jazz-filled atmosphere and its restless, yearning spirit of adventure, On the Road left its mark on the culture of the late 20th century, influencing countless books, films and songs. Kerouac’s prose is remarkable both for its colloquial swing and for the pure lyricism inspired by the American landscape – ‘the backroads, the black-tar roads that curve among the mournful rivers like Susquehanna, Monongahela, old Potomac and Monocacy’. This Folio Society edition is illustrated with evocative photographs of Kerouac and the landscapes of 1950s America. Now acknowledged as a modern classic, On the Road remains a thrilling and poignant story of the road less travelled."
83,116,christopher paolini,eragon,eng,fantasy,https://images.gr-assets.com/books/1366212852l/113436.jpg,3.25,1242665,19685,68,"Eragon and the fledgling dragon must navigate the dangerous terrain and dark enemies of an empire ruled by a king whose evil knows no bounds. Can Eragon take up the mantle of the legendary Dragon Riders?When Eragon finds a polished blue stone in the forest, he thinks it is the lucky discovery of a poor farm boy; perhaps it will buy his family meat for the winter. But when the stone brings a dragon hatchling, Eragon realizes he has stumbled upon a legacy nearly as old as the Empire itself. Overnight his simple life is shattered, and he is thrust into a perilous new world of destiny, magic, and power. With only an ancient sword and the advice of an old storyteller for guidance, Eragon and the fledgling dragon must navigate the dangerous terrain and dark enemies of an Empire ruled by a king whose evil knows no bounds. Can Eragon take up the mantle of the legendary Dragon Riders? The fate of the Empire may rest in his hands. . . ."
84,117,eric carle,the very hungry caterpillar,en-us,childrens,https://images.gr-assets.com/books/1517550266l/4948.jpg,4.12,338885,6637,39,"THE all-time classic picture book, from generation to generation, sold somewhere in the world every 30 seconds! Have you shared it with a child or grandchild in your life?Including a special feature, dye cuts, this beautiful board book edition, perfect for teaching the days of the week, offers readers an interactive experience."
85,118,mitch albom|saulius dagys,tuesdays with morrie,eng,nonfiction,https://images.gr-assets.com/books/1423763749l/6900.jpg,3.57,658091,21367,19,"Maybe it was a grandparent, or a teacher or a colleague. Someone older, patient and wise, who understood you when you were young and searching, and gave you sound advice to help you make your way through it. For Mitch Albom, that person was Morrie Schwartz, his college professor from nearly twenty years ago.Maybe, like Mitch, you lost track of this mentor as you made your way, and the insights faded. Wouldn't you like to see that person again, ask the bigger questions that still haunt you? Mitch Albom had that second chance. He rediscovered Morrie in the last months of the older man's life. Knowing he was dying of ALS - or motor neurone disease - Mitch visited Morrie in his study every Tuesday, just as they used to back in college. Their rekindled relationship turned into one final 'class': lessons in how to live."
86,119,daniel keyes,flowers for algernon,eng,fiction,https://images.gr-assets.com/books/1367141311l/18373.jpg,3.86,389448,13470,61,"The story of a mentally disabled man whose experimental quest for intelligence mirrors that of Algernon, an extraordinary lab mouse. In diary entries, Charlie tells how a brain operation increases his IQ and changes his life. As the experimental procedure takes effect, Charlie's intelligence expands until it surpasses that of the doctors who engineered his metamorphosis. The experiment seems to be a scientific breakthrough of paramount importance--until Algernon begins his sudden, unexpected deterioration. Will the same happen to Charlie?"
87,120,carlos ruiz zafón|lucia graves,the shadow of the wind,eng,fiction,https://images.gr-assets.com/books/1344545047l/1232.jpg,2.33,360901,28152,32,"The international literary sensation, about a boy's quest through the secrets and shadows of postwar Barcelona for a mysterious author whose book has proved as dangerous to own as it is impossible to forget.Barcelona, 1945 - just after the war, a great world city lies in shadow, nursing its wounds, and a boy named Daniel awakes on his eleventh birthday to find that he can no longer remember his mother’s face. To console his only child, Daniel’s widowed father, an antiquarian book dealer, initiates him into the secret of the Cemetery of Forgotten Books, a library tended by Barcelona’s guild of rare-book dealers as a repository for books forgotten by the world, waiting for someone who will care about them again. Daniel’s father coaxes him to choose a volume from the spiraling labyrinth of shelves, one that, it is said, will have a special meaning for him. And Daniel so loves the novel he selects, The Shadow of the Wind by one Julian Carax, that he sets out to find the rest of Carax’s work. To his shock, he discovers that someone has been systematically destroying every copy of every book this author has written. In fact, he may have the last one in existence. Before Daniel knows it his seemingly innocent quest has opened a door into one of Barcelona’s darkest secrets, an epic story of murder, magic, madness and doomed love. And before long he realizes that if he doesn’t find out the truth about Julian Carax, he and those closest to him will suffer horribly.As with all astounding novels, The Shadow of the Wind sends the mind groping for comparisons—The Crimson Petal and the White? The novels of Arturo Pérez-Reverte? Of Victor Hugo? Love in the Time of Cholera?—but in the end, as with all astounding novels, no comparison can suffice. As one leading Spanish reviewer wrote, ""The originality of Ruiz Zafón’s voice is bombproof and displays a diabolical talent. The Shadow of the Wind announces a phenomenon in Spanish literature."" An uncannily absorbing historical mystery, a heart-piercing romance, and a moving homage to the mystical power of books, The Shadow of the Wind is a triumph of the storyteller’s art."
88,121,patrick rothfuss,the name of the wind,eng,fantasy,https://images.gr-assets.com/books/1515589515l/186074.jpg,4.14,546719,33615,75,"Told in Kvothe's own voice, this is the tale of the magically gifted young man who grows to be the most notorious wizard his world has ever seen. The intimate narrative of his childhood in a troupe of traveling players, his years spent as a near-feral orphan in a crime-ridden city, his daringly brazen yet successful bid to enter a legendary school of magic, and his life as a fugitive after the murder of a king form a gripping coming-of-age story unrivaled in recent literature. A high-action story written with a poet's hand, The Name of the Wind is a masterpiece that will transport readers into the body and mind of a wizard."
89,122,john green,looking for alaska,eng,young adult,https://images.gr-assets.com/books/1394798630l/99561.jpg,3.56,941603,50857,23,"Before. Miles “Pudge” Halter is done with his safe life at home. His whole life has been one big non-event, and his obsession with famous last words has only made him crave “the Great Perhaps” even more (Francois Rabelais, poet). He heads off to the sometimes crazy and anything-but-boring world of Culver Creek Boarding School, and his life becomes the opposite of safe. Because down the hall is Alaska Young. The gorgeous, clever, funny, sexy, self-destructive, screwed up, and utterly fascinating Alaska Young. She is an event unto herself. She pulls Pudge into her world, launches him into the Great Perhaps, and steals his heart. Then. . . . After. Nothing is ever the same."
90,123,mark haddon,the curious incident of the dog in the night-time,eng,fiction,https://images.gr-assets.com/books/1479863624l/1618.jpg,2.67,1007662,39191,48,"Christopher John Francis Boone knows all the countries of the world and their capitals and every prime number up to 7,057. He relates well to animals but has no understanding of human emotions. He cannot stand to be touched. And he detests the color yellow.Although gifted with a superbly logical brain, for fifteen-year-old Christopher everyday interactions and admonishments have little meaning. He lives on patterns, rules, and a diagram kept in his pocket. Then one day, a neighbor's dog, Wellington, is killed and his carefully constructive universe is threatened. Christopher sets out to solve the murder in the style of his favourite (logical) detective, Sherlock Holmes. What follows makes for a novel that is funny, poignant and fascinating in its portrayal of a person whose curse and blessing are a mind that perceives the world entirely literally."
91,125,franz kafka|stanley corngold,the metamorphosis,eng,classics,https://images.gr-assets.com/books/1359061917l/485894.jpg,4.06,489130,12513,46,"""As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect. He was laying on his hard, as it were armor-plated, back and when he lifted his head a little he could see his domelike brown belly divided into stiff arched segments on top of which the bed quilt could hardly keep in position and was about to slide off completely. His numerous legs, which were pitifully thin compared to the rest of his bulk, waved helplessly before his eyes."" With this startling, bizarre, yet surprisingly funny first opening, Kafka begins his masterpiece, The Metamorphosis. It is the story of a young man who, transformed overnight into a giant beetle-like insect, becomes an object of disgrace to his family, an outsider in his own home, a quintessentially alienated man. A harrowing -- though absurdly comic -- meditation on human feelings of inadequacy, guilt, and isolation, The Metamorphosis has taken its place as one of the most widely read and influential works of twentieth-century fiction. As W.H. Auden wrote, ""Kafka is important to us because his predicament is the predicament of modern man."""
92,126,umberto eco|william weaver|seán barrett,the name of the rose,eng,fiction,https://images.gr-assets.com/books/1415375471l/119073.jpg,4,250865,6993,56,"The year is 1327. Benedictines in a wealthy Italian abbey are suspected of heresy, and Brother William of Baskerville arrives to investigate. When his delicate mission is suddenly overshadowed by seven bizarre deaths, Brother William turns detective. His tools are the logic of Aristotle, the theology of Aquinas, the empirical insights of Roger Bacon—all sharpened to a glistening edge by wry humor and a ferocious curiosity. He collects evidence, deciphers secret symbols and coded manuscripts, and digs into the eerie labyrinth of the abbey, where “the most interesting things happen at night.”"
93,127,nathaniel hawthorne|thomas e. connolly|nina baym,the scarlet letter,eng,classics,https://images.gr-assets.com/books/1404810944l/12296.jpg,3.44,612448,12647,50,"Delve into The Scarlet Letter, Nathaniel Hawthorne's meditation on human alienation and its effect on the soul in this story set in seventeenth-century Massachusetts and be dazzled by literature. In Nathaniel Hawthorne's dark novel, The Scarlet Letter, a single sinful act ruins the lives of three people. None more so than Hester Prynne, a young, beautiful, and dignified woman, who conceived a child out of wedlock and receives the public punishment of having to always wear a scarlet ""A"" on her clothing. She refuses to reveal the father of her child, which could lighten her sentence. Her husband, the aptly-named Roger Chillingworth, who Hester thought had died in a shipwreck but was actually being held captive by Native Americans, arrives at the exact moment of her deepest public shaming and vows to get revenge. Her lover, Arthur Dimmesdale, remains safely unidentified, but is wracked with guilt. Though originally published in 1850, the story is set in seventeenth-century Massachusetts among Hawthorne's Puritan ancestors. In The Scarlet Letter, he created a story that highlighted both their weaknesses and their strengths. His knowledge of their beliefs and his admiration for their way of life was balanced by his concerns about their rigid and oppressive rules.Complete and unabridged, this elegantly designed, clothbound edition features an elastic closure and a new introduction by Mike Lee Davis."
94,129,becca fitzpatrick,"hush, hush",eng,young adult,https://images.gr-assets.com/books/1358261334l/6339664.jpg,4.33,503810,23115,45,"A SACRED OATHA FALLEN ANGELA FORBIDDEN LOVERomance was not part of Nora Grey's plan. She's never been particularly attracted to the boys at her school, no matter how hard her best friend, Vee, pushes them at her. Not until Patch comes along. With his easy smile and eyes that seem to see inside her, Patch draws Nora to him against her better judgment.But after a series of terrifying encounters, Nora's not sure whom to trust. Patch seems to be everywhere she is and seems to know more about her than her closest friends. She can't decide whether she should fall into his arms or run and hide. And when she tries to seek some answers, she finds herself near a truth that is way more unsettling than anything Patch makes her feel.For she is right in the middle of an ancient battle between the immortal and those that have fallen - and, when it comes to choosing sides, the wrong choice will cost Nora her life."
95,130,mitch albom,the five people you meet in heaven,eng,fiction,https://images.gr-assets.com/books/1388200541l/3431.jpg,3.47,501872,17931,59,"From the author of the phenomenal #1 New York Times bestseller Tuesdays with Morrie, a novel that explores the unexpected connections of our lives, and the idea that heaven is more than a place; it's an answer. Eddie is a wounded war veteran, an old man who has lived, in his mind, an uninspired life. His job is fixing rides at a seaside amusement park. On his 83rd birthday, a tragic accident kills him as he tries to save a little girl from a falling cart. He awakes in the afterlife, where he learns that heaven is not a destination. It's a place where your life is explained to you by five people, some of whom you knew, others who may have been strangers. One by one, from childhood to soldier to old age, Eddie's five people revisit their connections to him on earth, illuminating the mysteries of his ""meaningless"" life, and revealing the haunting secret behind the eternal question: ""Why was I here?"""
96,131,mario puzo|robert thompson|peter bart,the godfather,eng,fiction,https://images.gr-assets.com/books/1394988109l/22034.jpg,3.85,288663,6793,60,"The Godfather—the epic tale of crime and betrayal that became a global phenomenon.Almost fifty years ago, a classic was born. A searing portrayal of the Mafia underworld, The Godfather introduced readers to the first family of American crime fiction, the Corleones, and their powerful legacy of tradition, blood, and honor. The seduction of power, the pitfalls of greed, and the allegiance to family—these are the themes that have resonated with millions of readers around the world and made The Godfather the definitive novel of the violent subculture that, steeped in intrigue and controversy, remains indelibly etched in our collective consciousness.~penguin.com"
97,133,leo tolstoy|aylmer maude|louise maude,anna karenina,eng,classics,https://images.gr-assets.com/books/1352422904l/15823480.jpg,3.67,530949,19943,19,"Acclaimed by many as the world's greatest novel, Anna Karenina provides a vast panorama of contemporary life in Russia and of humanity in general. In it Tolstoy uses his intense imaginative insight to create some of the most memorable characters in literature. Anna is a sophisticated woman who abandons her empty existence as the wife of Karenin and turns to Count Vronsky to fulfil her passionate nature - with tragic consequences. Levin is a reflection of Tolstoy himself, often expressing the author's own views and convictions.Throughout, Tolstoy points no moral, merely inviting us not to judge but to watch. As Rosemary Edmonds comments, 'He leaves the shifting patterns of the kaleidoscope to bring home the meaning of the brooding words following the title, 'Vengeance is mine, and I will repay."
98,135,dr. seuss,the cat in the hat,eng,childrens,https://images.gr-assets.com/books/1468890477l/233093.jpg,3.67,344152,4850,26,"Poor Sally and her brother. It's cold and wet and they're stuck in the house with nothing to do . . . until a giant cat in a hat shows up, transforming the dull day into a madcap adventure and almost wrecking the place in the process! Written by Dr. Seuss in 1957 in response to the concern that ""pallid primers [with] abnormally courteous, unnaturally clean boys and girls' were leading to growing illiteracy among children, The Cat in the Hat (the first Random House Beginner Book) changed the way our children learn how to read.Book Details:  Format: Hardcover 
   Publication Date: 3/12/1957 
   Pages: 72 
   Reading Level: Age 3 and Up 
 "
99,136,chuck palahniuk,fight club,en-us,fiction,https://images.gr-assets.com/books/1357128997l/5759.jpg,3,423710,12321,17,0
100,137,louis sachar,holes,eng,young adult,https://images.gr-assets.com/books/1327781893l/38709.jpg,4,843140,17602,36,"Stanley tries to dig up the truth in this inventive and darkly humorous tale of crime and punishment—and redemption. Ages 10+Stanley Yelnats is under a curse. A curse that began with his no-good-dirty-rotten- pig-stealing-great-great-grandfather and has since followed generations of Yelnats. Now Stanley has been unjustly sent to a boys' detention center, Camp Green Lake, where the warden makes the boys ""build character"" by spending all day, every day, digging holes: five feet wide and five feet deep. It doesn't take long for Stanley to realize there's more than character improvement going on at Camp Green Lake. The boys are digging holes because the warden is looking for something. Stanley tries to dig up the truth in this inventive and darkly humorous tale of crime and punishment—and redemption."
101,138,frank herbert,dune,eng,science fiction,https://images.gr-assets.com/books/1388175949l/104.jpg,3.12,585599,15283,60,"Here is the novel that will be forever considered a triumph of the imagination. Set on the desert planet Arrakis, Dune is the story of the boy Paul Atreides, who would become the mysterious man known as Muad'Dib. He would avenge the traitorous plot against his noble family--and would bring to fruition humankind's most ancient and unattainable dream.A stunning blend of adventure and mysticism, environmentalism and politics, Dune won the first Nebula Award, shared the Hugo Award, and formed the basis of what it undoubtedly the grandest epic in science fiction."
102,142,dante alighieri|allen mandelbaum|eugenio montale,the divine comedy,eng,classics,https://images.gr-assets.com/books/1390760180l/6656.jpg,5,96903,3127,18,"The Divine Comedy describes Dante's descent into Hell with Virgil as a guide; his ascent of Mount Purgatory and encounter with his dead love, Beatrice; and finally, his arrival in Heaven. Examining questions of faith, desire and enlightenment, the poem is a brilliantly nuanced and moving allegory of human redemption. Dante Alighieri was born in Florence in 1265 and belonged to a noble but impoverished family. His life was divided by political duties and poetry, the most of famous of which was inspired by his meeting with Bice Portinari, whom he called Beatrice,including La Vita Nuova and The Divine Comedy. He died in Ravenna in 1321."
103,145,patrick süskind|john e. woods,perfume: the story of a murderer,eng,fiction,https://images.gr-assets.com/books/1409112276l/343.jpg,2.5,257570,11495,22,"An acclaimed bestseller and international sensation, Patrick Suskind's classic novel provokes a terrifying examination of what happens when one man's indulgence in his greatest passion - his sense of smell - leads to murder.In the slums of eighteenth-century France, the infant Jean-Baptiste Grenouille is born with one sublime gift - an absolute sense of smell. As a boy, he lives to decipher the odors of Paris, and apprentices himself to a prominent perfumer who teaches him the ancient art of mixing precious oils and herbs. But Grenouille's genius is such that he is not satisfied to stop there, and he becomes obsessed with capturing the smells of objects such as brass doorknobs and fresh-cut wood. Then one day he catches a hint of a scent that will drive him on an ever-more-terrifying quest to create the ""ultimate perfume"" - the scent of a beautiful young virgin. Told with dazzling narrative brillance, Perfume is a hauntingly powerful tale of murder and sensual depravity."
104,148,richelle mead,shadow kiss,eng,young adult,https://images.gr-assets.com/books/1361099049l/2802316.jpg,3.57,302887,10619,65,"WHAT IF FOLLOWING HER HEART MEANS ROSE COULD LOSE HER BEST FRIEND FOREVER?Lissa Dragomir is a Moroi princess: a mortal vampire with a rare gift for harnessing the earth's magic. She must be protected at all times from Strigoi; the fiercest vampires - the ones who never die. The powerful blend of human and vampire blood that flows through Rose Hathaway, Lissa's best friend, makes her a Dhampir. Rose is dedicated to a dangerous life of protecting Lissa from the Strigoi, who are hell-bent on making Lissa one of them.Rose knows it is forbidden to love another guardian. Her best friend, Lissa - the last Dragomir princess - must always come first. Unfortunately, when it comes to gorgeous Dimitri Belikov, some rules are meant to be broken...Then a strange darkness begins to grow in Rose's mind, and ghostly shadows warn of a terrible evil drawing nearer to the Academy's iron gates. The immortal undead are closing in, and they want vengeance for the lives Rose has stolen. In a heart-stopping battle to rival her worst nightmares, Rose will have to choose between life, love, and the two people who matter most... but will her choice mean that only one can survive?"
105,150,stephen king,it,en-us,horror,https://images.gr-assets.com/books/1334416842l/830502.jpg,4.2,612234,18294,53,"Welcome to Derry, Maine ...It’s a small city, a place as hauntingly familiar as your own hometown. Only in Derry the haunting is real ...They were seven teenagers when they first stumbled upon the horror. Now they are grown-up men and women who have gone out into the big world to gain success and happiness. But none of them can withstand the force that has drawn them back to Derry to face the nightmare without an end, and the evil without a name."
106,154,veronica roth,insurgent,eng,young adult,https://images.gr-assets.com/books/1325667729l/11735983.jpg,4.08,1017639,57266,64,"One choice can transform you—or it can destroy you. But every choice has consequences, and as unrest surges in the factions all around her, Tris Prior must continue trying to save those she loves—and herself—while grappling with haunting questions of grief and forgiveness, identity and loyalty, politics and love.Tris's initiation day should have been marked by celebration and victory with her chosen faction; instead, the day ended with unspeakable horrors. War now looms as conflict between the factions and their ideologies grows. And in times of war, sides must be chosen, secrets will emerge, and choices will become even more irrevocable—and even more powerful. Transformed by her own decisions but also by haunting grief and guilt, radical new discoveries, and shifting relationships, Tris must fully embrace her Divergence, even if she does not know what she may lose by doing so.New York Times bestselling author Veronica Roth's much-anticipated second book of the dystopian DIVERGENT series is another intoxicating thrill ride of a story, rich with hallmark twists, heartbreaks, romance, and powerful insights about human nature."
107,155,colleen mccullough,the thorn birds,en-us,fiction,https://images.gr-assets.com/books/1391416796l/3412.jpg,4.33,286194,5053,71,"Powered by the dreams and struggles of three generations, The Thorn Birds is the epic saga of a family rooted in the Australian sheep country. At the story's heart is the love of Meggie Cleary, who can never possess the man she desperately adores, and Ralph de Bricassart, who rises from parish priest to the inner circles of the Vatican...but whose passion for Meggie will follow him all the days of his life."
108,157,dr. seuss,how the grinch stole christmas!,en-us,childrens,https://images.gr-assets.com/books/1327958149l/113946.jpg,4.5,281489,2535,18,"""The Grinch hated Christmas! The whole Christmas season!Now, please don't ask why. No one quite knows the reason.""Dr. Seuss's small-hearted Grinch ranks right up there with Scrooge when it comes to the crankiest, scowling holiday grumps of all time. For 53 years, the Grinch has lived in a cave on the side of a mountain, looming above the Whos in Whoville. The noisy holiday preparations and infernal singing of the happy little citizens below annoy him to no end. The Grinch decides this frivolous merriment must stop. His ""wonderful, awful"" idea is to don a Santa outfit, strap heavy antlers on his poor, quivering dog Max, construct a makeshift sleigh, head down to Whoville, and strip the chafingly cheerful Whos of their Yuletide glee once and for all.Looking quite out of place and very disturbing in his makeshift Santa get-up, the Grinch slithers down chimneys with empty bags and stealing the Whos' presents, their food, even the logs from their humble Who-fires. He takes the ramshackle sleigh to Mt. Crumpit to dump it and waits to hear the sobs of the Whos when they wake up and discover the trappings of Christmas have disappeared. Imagine the Whos' dismay when they discover the evil-doings of Grinch in his anti-Santa guise. But what is that sound? It's not sobbing, but singing! Children simultaneously adore and fear this triumphant, twisted Seussian testimonial to the undaunted cheerfulness of the Whos, the transcendent nature of joy, and of course, the growth potential of a heart that's two sizes too small. This holiday classic is perfect for reading aloud to your favorite little Whos."
109,158,zora neale hurston,their eyes were watching god,eng,classics,https://images.gr-assets.com/books/1368072803l/37415.jpg,4,219443,10439,25,"Fair and long-legged, independent and articulate, Janie Crawford sets out to be her own person -- no mean feat for a black woman in the '30s. Janie's quest for identity takes her through three marriages and into a journey back to her roots."
110,160,oscar wilde,the importance of being earnest,eng,classics,https://images.gr-assets.com/books/1298438452l/92303.jpg,3.33,264693,7442,55,"Oscar Wilde's madcap farce about mistaken identities, secret engagements, and lovers entanglements still delights readers more than a century after its 1895 publication and premiere performance. The rapid-fire wit and eccentric characters of The Importance of Being Earnest have made it a mainstay of the high school curriculum for decades.Cecily Cardew and Gwendolen Fairfax are both in love with the same mythical suitor. Jack Worthing has wooed Gwendolen as Ernest while Algernon has also posed as Ernest to win the heart of Jack's ward, Cecily. When all four arrive at Jack's country home on the same weekend the ""rivals"" to fight for Ernest's undivided attention and the ""Ernests"" to claim their beloveds pandemonium breaks loose. Only a senile nursemaid and an old, discarded hand-bag can save the day!This Prestwick House Literary Touchstone Edition includes a glossary and reader's notes to help the modern reader appreciate Wilde's wry wit and elaborate plot twists."
