,user_id,book_id,rating,book_authors,book_isbn,book_pages,book_rating_count,book_review_count,book_title,language_code,genres,image_url,Invoice_Date,Quantity,Price
752,65,936,4,stephen king,9780000000000.0,463 pages,181856,6479,the drawing of the three,eng,fantasy,https://images.gr-assets.com/books/1370918050l/5094.jpg,2019-05-25 17:04:17,4,68
753,65,1053,3,m.  robinson,,469 pages,8531,1672,el diablo,eng,dark,https://images.gr-assets.com/books/1471381836l/30201299.jpg,2020-03-27 04:59:56,1,16
754,65,612,4,sophocles|j.e. thomas,9780000000000.0,75 pages,148825,2604,oedipus rex,eng,classics,https://images.gr-assets.com/books/1388182316l/1554.jpg,2019-12-29 20:40:51,4,76
755,65,232,5,franz kafka|willa muir|edwin muir|max brod,9780000000000.0,255 pages,185592,5644,the trial,en-us,classics,https://images.gr-assets.com/books/1320399438l/17690.jpg,2019-09-18 20:26:43,5,47
756,65,305,2,henry david thoreau,9780000000000.0,352 pages,132396,4201,walden,eng,classics,https://images.gr-assets.com/books/1465675526l/16902.jpg,2020-03-08 02:32:01,5,44
757,65,806,5,jeanne duprau,9780000000000.0,270 pages,219871,10068,the city of ember,eng,young adult,https://images.gr-assets.com/books/1397931596l/307791.jpg,2019-11-06 01:34:08,2,75
758,65,556,4,laura ingalls wilder|garth williams,9780000000000.0,335 pages,225532,3662,little house on the prairie,spa,classics,https://images.gr-assets.com/books/1441903581l/77767.jpg,2019-09-24 05:51:13,2,80
759,66,10,3,j.r.r. tolkien,9780000000000.0,1728 pages,99793,1652,j.r.r. tolkien 4-book boxed set: the hobbit and the lord of the rings,eng,fantasy,https://images.gr-assets.com/books/1346072396l/30.jpg,2019-05-24 03:42:47,5,24
760,66,76,2,alice walker,9780000000000.0,295 pages,440592,11325,the color purple,eng,classics,https://images.gr-assets.com/books/1386925078l/11486.jpg,2019-04-20 02:57:13,3,60
761,66,2,2,j.k. rowling|mary grandpré,9780000000000.0,870 pages,2041594,33264,harry potter and the order of the phoenix,eng,fantasy,https://images.gr-assets.com/books/1255614970l/2.jpg,2019-12-15 05:52:20,5,55
762,66,35,4,bram stoker|nina auerbach|david j. skal,9780000000000.0,488 pages,775448,19726,dracula,eng,classics,https://images.gr-assets.com/books/1387151694l/17245.jpg,2019-07-17 14:14:07,2,20
763,66,629,2,james dashner,9780000000000.0,362 pages,383461,24595,the scorch trials,eng,young adult,https://images.gr-assets.com/books/1388240248l/7631105.jpg,2019-06-25 05:55:04,1,65
764,66,2902,2,rebecca maizel,9780000000000.0,308 pages,9050,1175,infinite days,eng,paranormal,https://images.gr-assets.com/books/1317791434l/7744064.jpg,2019-12-01 13:53:01,2,67
765,54,81,5,anthony burgess,9780000000000.0,212 pages,508614,11247,a clockwork orange,eng,classics,https://images.gr-assets.com/books/1348339306l/227463.jpg,2019-06-07 20:39:13,1,28
766,54,199,5,john irving,9780000000000.0,610 pages,188576,4919,the world according to garp,eng,fiction,https://images.gr-assets.com/books/1447234581l/7069.jpg,2019-05-09 08:04:36,4,55
767,56,2679,4,nalini singh,9780000000000.0,352 pages,29682,1534,caressed by ice,eng,romance,https://images.gr-assets.com/books/1432865457l/458034.jpg,2019-06-17 05:57:59,3,40
768,32,59,4,joseph heller,9780000000000.0,453 pages,639139,15255,catch-22,eng,classics,https://images.gr-assets.com/books/1463157317l/168668.jpg,2019-12-17 01:12:58,3,42
769,32,857,5,melissa de la cruz,9780000000000.0,302 pages,125408,4831,blue bloods,eng,young adult,https://images.gr-assets.com/books/1322281515l/872333.jpg,2019-05-02 05:49:30,1,72
770,32,102,5,anita diamant,9780000000000.0,336 pages,470202,18027,the red tent,eng,historical,https://images.gr-assets.com/books/1405739117l/4989.jpg,2019-07-26 17:19:26,2,19
771,32,160,2,oscar wilde,9780000000000.0,76 pages,264693,7442,the importance of being earnest,eng,classics,https://images.gr-assets.com/books/1298438452l/92303.jpg,2019-11-14 14:10:38,1,55
772,32,530,5,d.h. lawrence,9780000000000.0,376 pages,85066,4194,lady chatterley's lover,eng,classics,https://images.gr-assets.com/books/1215571713l/32049.jpg,2020-02-22 22:11:37,1,77
773,32,125,4,franz kafka|stanley corngold,9780000000000.0,201 pages,489130,12513,the metamorphosis,eng,classics,https://images.gr-assets.com/books/1359061917l/485894.jpg,2020-03-20 10:04:02,3,46
774,32,321,4,j.d. salinger,9780000000000.0,201 pages,171399,5742,franny and zooey,,fiction,https://images.gr-assets.com/books/1355037988l/5113.jpg,2019-12-22 21:48:55,3,65
775,32,138,3,frank herbert,9780000000000.0,528 pages,585599,15283,dune,eng,science fiction,https://images.gr-assets.com/books/1388175949l/104.jpg,2019-07-21 13:16:05,2,60
776,32,387,3,daniel defoe|gerald mccann|virginia woolf,9780000000000.0,320 pages,215767,5296,robinson crusoe,eng,classics,https://images.gr-assets.com/books/1403180114l/2932.jpg,2019-11-08 14:30:50,5,73
777,53,26,3,orson scott card,9780000000000.0,324 pages,965351,40289,ender's game,eng,science fiction,https://images.gr-assets.com/books/1408303130l/375802.jpg,2019-10-12 13:43:11,1,37
778,32,531,3,hermann hesse,9780000000000.0,194 pages,57303,2926,demian. die geschichte von emil sinclairs jugend,en-us,fiction,https://images.gr-assets.com/books/1421510580l/24861.jpg,2020-01-19 00:56:50,4,29
779,32,733,4,robert a. heinlein,9780000000000.0,335 pages,163109,4588,starship troopers,eng,science fiction,https://images.gr-assets.com/books/1533117961l/17214.jpg,2019-08-25 16:27:17,3,78
780,69,8,5,george orwell,9780000000000.0,122 pages,2235084,42156,animal farm,eng,classics,https://images.gr-assets.com/books/1424037542l/7613.jpg,2019-05-30 07:58:12,3,28
781,69,89,4,miguel de cervantes saavedra|roberto gonzález echevarría|john rutherford|ernani ssó,9780000000000.0,1023 pages,174044,6211,don quixote,en-us,classics,https://images.gr-assets.com/books/1364958765l/3836.jpg,2019-05-26 16:02:42,3,46
782,69,35,3,bram stoker|nina auerbach|david j. skal,9780000000000.0,488 pages,775448,19726,dracula,eng,classics,https://images.gr-assets.com/books/1387151694l/17245.jpg,2019-09-05 10:21:56,3,20
783,69,26,3,orson scott card,9780000000000.0,324 pages,965351,40289,ender's game,eng,science fiction,https://images.gr-assets.com/books/1408303130l/375802.jpg,2019-04-18 22:51:04,1,37
784,69,4,5,jane austen|anna quindlen|mrs. oliphant|george saintsbury|mark twain|a.c. bradley|walter a. raleigh|virginia woolf,9780000000000.0,279 pages,2453620,54322,pride and prejudice,eng,classics,https://images.gr-assets.com/books/1320399351l/1885.jpg,2020-04-10 17:23:08,3,41
785,69,32,5,e.b. white|garth williams|rosemary wells,9780000000000.0,184 pages,1199733,14938,charlotte's web,eng,classics,https://images.gr-assets.com/books/1439632243l/24178.jpg,2019-11-25 11:07:51,5,40
786,69,5,5,stephenie meyer,9780000000000.0,498 pages,4281268,97991,twilight,eng,young adult,https://images.gr-assets.com/books/1361039443l/41865.jpg,2019-10-26 10:58:40,3,62
787,70,323,5,rainbow rowell,,481 pages,452401,44018,fangirl,eng,young adult,https://images.gr-assets.com/books/1355886270l/16068905.jpg,2019-07-09 06:08:14,3,60
788,70,26,4,orson scott card,9780000000000.0,324 pages,965351,40289,ender's game,eng,science fiction,https://images.gr-assets.com/books/1408303130l/375802.jpg,2019-07-04 16:55:18,3,37
789,70,80,5,frank mccourt,9780000000000.0,452 pages,466398,10595,angela's ashes,eng,nonfiction,https://images.gr-assets.com/books/1348317139l/252577.jpg,2019-06-17 23:17:43,3,70
790,70,7022,3,dougie brimson|eddy brimson,9780000000000.0,246 pages,52,1,derby days: local football rivalries and feuds,fre,football,https://images.gr-assets.com/books/1191866172l/2011272.jpg,2020-03-26 03:51:44,1,76
791,70,5792,4,l.j. smith,9780000000000.0,285 pages,25668,787,the fury,eng,young adult,https://images.gr-assets.com/books/1391896081l/1169808.jpg,2020-04-17 02:44:54,2,71
792,70,709,5,dr. seuss,9780000000000.0,64 pages,138595,2340,"one fish, two fish, red fish, blue fish",eng,childrens,https://images.gr-assets.com/books/1165640023l/7770.jpg,2019-08-13 03:13:40,3,61
793,70,1206,4,terry pratchett,9780000000000.0,352 pages,69463,2057,reaper man,eng,fantasy,https://images.gr-assets.com/books/1389211958l/34517.jpg,2019-12-05 09:42:30,2,72
794,70,629,4,james dashner,9780000000000.0,362 pages,383461,24595,the scorch trials,eng,young adult,https://images.gr-assets.com/books/1388240248l/7631105.jpg,2020-03-22 21:07:48,3,65
795,70,1663,2,jennifer donnelly,9780000000000.0,675 pages,28089,2669,the tea rose,por,historical,https://images.gr-assets.com/books/1327888567l/261331.jpg,2019-11-10 16:02:25,4,71
796,70,1835,4,christopher pike,9780000000000.0,594 pages,31900,1627,"thirst no. 1: the last vampire, black blood, and red dice",eng,fantasy,https://images.gr-assets.com/books/1327887604l/5941233.jpg,2019-09-10 18:12:09,4,38
797,70,1506,4,v.e. schwab|victoria schwab,9780000000000.0,400 pages,118739,17579,a darker shade of magic,eng,fantasy,https://images.gr-assets.com/books/1400322851l/22055262.jpg,2019-10-17 08:27:07,5,15
798,70,9473,3,karleen koen,9780000000000.0,674 pages,9949,812,through a glass darkly,spa,historical,https://images.gr-assets.com/books/1272744116l/79484.jpg,2019-05-20 07:45:51,4,70
799,70,3928,5,victoria schwab,9780000000000.0,464 pages,40473,7900,this savage song,eng,fantasy,https://images.gr-assets.com/books/1445529989l/23299512.jpg,2020-01-04 07:41:49,3,29
800,70,2027,3,suzanne collins,9780000000000.0,326 pages,79869,5812,gregor the overlander,eng,fantasy,https://images.gr-assets.com/books/1387742259l/262430.jpg,2019-04-21 00:48:43,1,77
801,63,121,3,patrick rothfuss,9780000000000.0,662 pages,546719,33615,the name of the wind,eng,fantasy,https://images.gr-assets.com/books/1515589515l/186074.jpg,2019-11-06 12:54:59,2,75
802,63,130,4,mitch albom,9780000000000.0,196 pages,501872,17931,the five people you meet in heaven,eng,fiction,https://images.gr-assets.com/books/1388200541l/3431.jpg,2019-07-27 13:18:13,5,59
803,70,597,5,rhonda byrne,9780000000000.0,199 pages,282688,10671,the secret,eng,self help,https://images.gr-assets.com/books/1482865039l/52529.jpg,2019-05-23 20:19:18,3,59
804,70,8704,4,laurie r. king,9780000000000.0,425 pages,15032,745,o jerusalem,eng,mystery,https://images.gr-assets.com/books/1388500747l/77259.jpg,2019-09-04 03:38:00,3,68
805,70,653,5,e. lockhart,,242 pages,360990,41800,we were liars,en-us,young adult,https://images.gr-assets.com/books/1402749479l/16143347.jpg,2019-09-10 20:36:26,3,69
806,63,10,2,j.r.r. tolkien,9780000000000.0,1728 pages,99793,1652,j.r.r. tolkien 4-book boxed set: the hobbit and the lord of the rings,eng,fantasy,https://images.gr-assets.com/books/1346072396l/30.jpg,2019-10-06 10:33:57,1,24
807,63,32,3,e.b. white|garth williams|rosemary wells,9780000000000.0,184 pages,1199733,14938,charlotte's web,eng,classics,https://images.gr-assets.com/books/1439632243l/24178.jpg,2019-04-21 16:46:05,4,40
808,63,315,3,charlaine harris,9780000000000.0,292 pages,466112,17465,dead until dark,eng,fantasy,https://images.gr-assets.com/books/1468560853l/301082.jpg,2020-04-17 01:00:48,1,79
809,70,154,4,veronica roth,9780000000000.0,525 pages,1017639,57266,insurgent,eng,young adult,https://images.gr-assets.com/books/1325667729l/11735983.jpg,2020-03-31 19:50:34,3,64
810,70,29,5,kathryn stockett,9780000000000.0,465 pages,1790905,80741,the help,eng,fiction,https://images.gr-assets.com/books/1346100365l/4667024.jpg,2019-10-22 11:02:43,4,58
811,70,125,5,franz kafka|stanley corngold,9780000000000.0,201 pages,489130,12513,the metamorphosis,eng,classics,https://images.gr-assets.com/books/1359061917l/485894.jpg,2019-04-21 02:46:52,4,46
812,70,353,4,alan moore|david   lloyd,9780000000000.0,296 pages,232185,4643,v for vendetta,eng,sequential art,https://images.gr-assets.com/books/1343668985l/5805.jpg,2019-08-12 03:49:04,4,50
813,70,770,3,jeffrey archer,9780000000000.0,592 pages,86581,3210,kane and abel,eng,fiction,https://images.gr-assets.com/books/1388965561l/78983.jpg,2019-07-30 04:03:20,4,39
814,70,530,4,d.h. lawrence,9780000000000.0,376 pages,85066,4194,lady chatterley's lover,eng,classics,https://images.gr-assets.com/books/1215571713l/32049.jpg,2019-11-27 23:22:23,1,77
815,70,839,4,anonymous,9780000000000.0,1248 pages,54504,2015,holy bible: new international version,eng,religion,https://images.gr-assets.com/books/1382581321l/280111.jpg,2019-05-14 01:01:08,2,15
816,70,248,4,viktor e. frankl|harold s. kushner|william j. winslade|isle lasch,9780000000000.0,165 pages,251924,13173,man's search for meaning,eng,nonfiction,https://images.gr-assets.com/books/1535419394l/4069.jpg,2019-08-05 22:12:52,2,32
817,70,773,3,p.c. cast|kristin cast,9780000000000.0,323 pages,133828,3109,burned,en-us,young adult,https://images.gr-assets.com/books/1327944437l/6917952.jpg,2019-05-16 00:30:07,1,47
818,70,8336,3,sarah prineas|antonio javier caparo,9780000000000.0,422 pages,16315,1154,the magic thief,per,fantasy,https://images.gr-assets.com/books/1348418598l/1809175.jpg,2019-11-24 07:24:24,3,56
819,70,270,4,anne rice,9780000000000.0,765 pages,160002,3319,the vampire lestat,en-us,horror,https://images.gr-assets.com/books/1347515742l/43814.jpg,2020-04-08 03:27:32,3,75
820,70,489,3,lauren kate,9780000000000.0,452 pages,193415,7558,torment,eng,young adult,https://images.gr-assets.com/books/1362339749l/7740152.jpg,2020-03-02 18:20:02,3,72
821,70,606,2,nicole krauss,9780000000000.0,255 pages,111190,10242,the history of love,en-us,fiction,https://images.gr-assets.com/books/1327911009l/3867.jpg,2019-05-13 08:08:27,3,65
822,72,4,5,jane austen|anna quindlen|mrs. oliphant|george saintsbury|mark twain|a.c. bradley|walter a. raleigh|virginia woolf,9780000000000.0,279 pages,2453620,54322,pride and prejudice,eng,classics,https://images.gr-assets.com/books/1320399351l/1885.jpg,2019-05-08 09:26:30,1,41
823,72,55,3,sara gruen,9780000000000.0,335 pages,1199696,57161,water for elephants,eng,fiction,https://images.gr-assets.com/books/1494428973l/43641.jpg,2020-03-20 13:04:24,5,77
824,72,8,2,george orwell,9780000000000.0,122 pages,2235084,42156,animal farm,eng,classics,https://images.gr-assets.com/books/1424037542l/7613.jpg,2019-09-03 16:02:14,1,28
825,72,550,5,deborah harkness,9780000000000.0,579 pages,278582,27809,a discovery of witches,eng,fantasy,https://images.gr-assets.com/books/1525097370l/8667848.jpg,2020-01-29 17:29:27,4,58
826,70,7810,4,megan mcdonald,9780000000000.0,196 pages,2021,175,the sisters club,en-us,realistic fiction,https://images.gr-assets.com/books/1189435052l/1865735.jpg,2019-07-01 01:32:52,1,64
827,72,1714,5,irving stone,9780000000000.0,431 pages,17558,969,lust for life,en-us,historical,https://images.gr-assets.com/books/1348532272l/79834.jpg,2020-03-19 01:09:16,5,43
828,72,118,5,mitch albom|saulius dagys,9780000000000.0,210 pages,658091,21367,tuesdays with morrie,eng,nonfiction,https://images.gr-assets.com/books/1423763749l/6900.jpg,2020-01-07 14:47:16,1,19
829,72,848,4,charlaine harris,9780000000000.0,312 pages,162275,4398,dead and gone,en-us,fantasy,https://images.gr-assets.com/books/1388186195l/5161066.jpg,2019-06-27 19:14:03,3,69
830,72,867,2,nicholas evans,9780000000000.0,451 pages,46466,1739,the horse whisperer,eng,fiction,https://images.gr-assets.com/books/1320410310l/479415.jpg,2020-02-17 14:36:40,1,36
831,72,10,5,j.r.r. tolkien,9780000000000.0,1728 pages,99793,1652,j.r.r. tolkien 4-book boxed set: the hobbit and the lord of the rings,eng,fantasy,https://images.gr-assets.com/books/1346072396l/30.jpg,2019-09-21 18:12:20,2,24
832,72,2136,4,andrea cremer,9780000000000.0,406 pages,26282,2264,bloodrose,en-us,young adult,https://images.gr-assets.com/books/1351196369l/8130839.jpg,2019-06-15 14:50:44,1,24
833,72,230,4,wally lamb,9780000000000.0,465 pages,284755,9521,she's come undone,eng,fiction,https://images.gr-assets.com/books/1408113538l/5203.jpg,2019-10-18 16:31:14,2,25
834,72,171,5,thomas hardy|margaret r. higonnet|tim dolin,9780000000000.0,518 pages,211670,7431,tess of the d'urbervilles,eng,classics,https://images.gr-assets.com/books/1434302708l/32261.jpg,2020-04-15 12:42:09,1,64
835,72,471,4,david guterson,9780000000000.0,460 pages,150752,4225,snow falling on cedars,eng,fiction,https://images.gr-assets.com/books/1479863528l/77142.jpg,2019-06-13 22:01:58,4,61
836,70,35,3,bram stoker|nina auerbach|david j. skal,9780000000000.0,488 pages,775448,19726,dracula,eng,classics,https://images.gr-assets.com/books/1387151694l/17245.jpg,2019-12-11 06:19:43,4,20
837,70,401,3,roald dahl|quentin blake,9780000000000.0,195 pages,300757,8855,the bfg,en-us,childrens,https://images.gr-assets.com/books/1327872673l/6319.jpg,2019-04-21 02:32:39,1,58
838,70,1580,4,ross lockridge jr.,9780000000000.0,1088 pages,860,75,raintree county,eng,fiction,https://images.gr-assets.com/books/1173206735l/257233.jpg,2019-12-07 09:06:33,4,15
839,70,427,4,nick hornby,9780000000000.0,340 pages,158958,5143,high fidelity,eng,fiction,https://images.gr-assets.com/books/1327928082l/285092.jpg,2019-04-19 15:41:18,4,15
840,70,95,3,edgar allan poe,9780000000000.0,821 pages,170532,1172,the complete stories and poems,eng,classics,https://images.gr-assets.com/books/1327942676l/23919.jpg,2019-10-03 07:50:33,1,32
841,70,935,2,herman wouk,9780000000000.0,896 pages,46862,1317,the winds of war,eng,historical,https://images.gr-assets.com/books/1442187661l/21484.jpg,2020-02-25 05:32:59,3,15
842,73,5024,4,clive barker,9780000000000.0,164 pages,31774,1386,the hellbound heart,en-us,horror,https://images.gr-assets.com/books/1327312426l/52635.jpg,2019-11-27 10:30:32,3,67
843,73,8692,5,mircea eliade|irina mavrodin,9780000000000.0,246 pages,6038,64,le roman de l'adolescent myope,eng,european literature,https://images.gr-assets.com/books/1180210277l/1010836.jpg,2019-11-21 14:37:52,1,25
844,73,6808,5,sara young,9780000000000.0,365 pages,6068,764,my enemy's cradle,eng,historical,https://images.gr-assets.com/books/1434909732l/1998880.jpg,2019-08-27 23:08:47,3,42
845,73,3933,3,ron millicent,,92 pages,132,3,cancer: it can be a lonely journey,en-us,novels,https://images.gr-assets.com/books/1516477143l/38109678.jpg,2019-09-21 14:08:08,5,58
846,73,758,5,elizabeth george speare,9780000000000.0,256 pages,121096,5310,the witch of blackbird pond,eng,historical,https://images.gr-assets.com/books/1345499790l/703292.jpg,2020-03-09 15:15:31,3,41
847,73,268,4,wally lamb,9780000000000.0,897 pages,272165,8201,i know this much is true,eng,fiction,https://images.gr-assets.com/books/1373532198l/227711.jpg,2019-04-25 01:29:06,3,79
848,73,820,5,bill bryson,9780000000000.0,397 pages,297320,15738,a walk in the woods,eng,nonfiction,https://images.gr-assets.com/books/1388189974l/9791.jpg,2020-01-21 20:20:38,2,71
849,73,380,5,salman rushdie,9780000000000.0,647 pages,91863,5438,midnight's children,eng,fiction,https://images.gr-assets.com/books/1371063511l/14836.jpg,2019-12-09 03:59:51,5,61
850,73,851,4,cynthia hand,9780000000000.0,435 pages,113482,7655,unearthly,eng,young adult,https://images.gr-assets.com/books/1324782984l/7488244.jpg,2020-02-10 02:10:30,5,51
851,73,611,3,david mccullough,9780000000000.0,751 pages,256641,5720,john adams,eng,history,https://images.gr-assets.com/books/1478144278l/2203.jpg,2019-06-18 13:53:17,2,53
852,73,270,5,anne rice,9780000000000.0,765 pages,160002,3319,the vampire lestat,en-us,horror,https://images.gr-assets.com/books/1347515742l/43814.jpg,2020-03-19 11:58:09,3,75
853,73,3761,4,rebekah mcclew,9780000000000.0,285 pages,11,0,"family secrets: secrets of the night, #1",en-gb,fiction,https://images.gr-assets.com/books/1354610192l/16200303.jpg,2019-10-01 00:14:02,1,53
854,73,7715,5,patricia cornwell,9780000000000.0,373 pages,54047,894,all that remains,eng,mystery,https://images.gr-assets.com/books/1341835948l/232123.jpg,2019-11-20 22:48:17,2,52
855,73,80,5,frank mccourt,9780000000000.0,452 pages,466398,10595,angela's ashes,eng,nonfiction,https://images.gr-assets.com/books/1348317139l/252577.jpg,2020-03-08 00:07:14,2,70
856,73,115,4,jack kerouac,9780000000000.0,307 pages,301429,13085,on the road,en-us,classics,https://images.gr-assets.com/books/1413588576l/70401.jpg,2020-03-25 10:08:59,3,60
857,73,709,5,dr. seuss,9780000000000.0,64 pages,138595,2340,"one fish, two fish, red fish, blue fish",eng,childrens,https://images.gr-assets.com/books/1165640023l/7770.jpg,2019-05-20 16:12:52,2,61
858,73,8,5,george orwell,9780000000000.0,122 pages,2235084,42156,animal farm,eng,classics,https://images.gr-assets.com/books/1424037542l/7613.jpg,2019-09-09 04:54:01,1,28
859,73,131,3,mario puzo|robert thompson|peter bart,9780000000000.0,448 pages,288663,6793,the godfather,eng,fiction,https://images.gr-assets.com/books/1394988109l/22034.jpg,2020-04-02 04:53:44,4,60
860,73,730,3,ray bradbury,9780000000000.0,293 pages,80596,5291,something wicked this way comes,eng,horror,https://images.gr-assets.com/books/1409596011l/248596.jpg,2020-01-11 13:36:11,2,44
861,73,1161,4,m.  robinson,,397 pages,7510,1024,complicate me,eng,romance,https://images.gr-assets.com/books/1441291691l/25701594.jpg,2019-07-08 18:38:58,3,36
862,73,32,4,e.b. white|garth williams|rosemary wells,9780000000000.0,184 pages,1199733,14938,charlotte's web,eng,classics,https://images.gr-assets.com/books/1439632243l/24178.jpg,2019-06-22 14:59:34,1,40
863,73,1970,5,carlos ruiz zafón,9790000000000.0,238 pages,30434,2351,marina,eng,young adult,https://images.gr-assets.com/books/1165444662l/4516.jpg,2019-04-25 00:41:33,4,40
864,73,63,4,stephen king|bernie wrightson,9780000000000.0,1153 pages,523830,15647,the stand,eng,horror,https://images.gr-assets.com/books/1213131305l/149267.jpg,2019-10-24 02:17:34,5,43
865,73,65,4,richard  adams,9780000000000.0,478 pages,331158,11489,watership down,eng,classics,https://images.gr-assets.com/books/1405136931l/76620.jpg,2020-01-31 20:38:24,1,42
866,73,178,5,j.r.r. tolkien,9780000000000.0,366 pages,2422848,41354,the hobbit,en-us,fantasy,https://images.gr-assets.com/books/1372847500l/5907.jpg,2019-08-22 09:49:24,4,50
867,73,177,4,amy tan,9780000000000.0,288 pages,552197,7521,the joy luck club,eng,fiction,https://images.gr-assets.com/books/1304978653l/7763.jpg,2019-09-11 04:44:04,2,30
868,73,121,5,patrick rothfuss,9780000000000.0,662 pages,546719,33615,the name of the wind,eng,fantasy,https://images.gr-assets.com/books/1515589515l/186074.jpg,2019-12-10 12:49:35,4,75
869,73,219,5,john boyne,9780000000000.0,224 pages,385213,21996,the boy in the striped pajamas,eng,historical,https://images.gr-assets.com/books/1366228171l/39999.jpg,2020-03-04 22:27:22,5,31
870,73,162,5,richelle mead,9780000000000.0,327 pages,283827,10591,frostbite,eng,young adult,https://images.gr-assets.com/books/1361098960l/2282133.jpg,2019-08-31 23:13:31,5,71
871,73,614,3,umberto eco|william weaver,9780000000000.0,623 pages,53009,2890,foucault's pendulum,eng,fiction,https://images.gr-assets.com/books/1396645125l/17841.jpg,2020-04-13 00:42:47,1,20
872,73,587,3,w. bruce cameron,9780000000000.0,319 pages,92526,11718,a dog's purpose,eng,fiction,https://images.gr-assets.com/books/1441219933l/7723542.jpg,2020-01-26 22:53:45,5,66
873,73,58,4,kurt vonnegut,9780000000000.0,275 pages,977825,22329,slaughterhouse-five,eng,classics,https://images.gr-assets.com/books/1440319389l/4981.jpg,2019-09-07 10:59:03,5,47
874,73,6128,5,laurann dohner,9780000000000.0,203 pages,13735,501,wrath,eng,fantasy,https://images.gr-assets.com/books/1326830170l/13107661.jpg,2019-07-07 13:46:32,3,20
875,73,427,5,nick hornby,9780000000000.0,340 pages,158958,5143,high fidelity,eng,fiction,https://images.gr-assets.com/books/1327928082l/285092.jpg,2020-03-31 02:53:39,2,15
876,73,180,3,richard bach|russell munson,9780000000000.0,112 pages,166770,6289,jonathan livingston seagull,eng,fiction,https://images.gr-assets.com/books/1432222358l/71728.jpg,2019-11-03 19:28:47,1,64
877,73,5,4,stephenie meyer,9780000000000.0,498 pages,4281268,97991,twilight,eng,young adult,https://images.gr-assets.com/books/1361039443l/41865.jpg,2019-07-03 08:21:28,3,62
878,73,26,3,orson scott card,9780000000000.0,324 pages,965351,40289,ender's game,eng,science fiction,https://images.gr-assets.com/books/1408303130l/375802.jpg,2020-01-27 21:47:49,2,37
879,73,4,3,jane austen|anna quindlen|mrs. oliphant|george saintsbury|mark twain|a.c. bradley|walter a. raleigh|virginia woolf,9780000000000.0,279 pages,2453620,54322,pride and prejudice,eng,classics,https://images.gr-assets.com/books/1320399351l/1885.jpg,2019-08-10 10:35:37,5,41
880,73,24,4,paulo coelho|alan r. clarke|özdemir i̇nce,9780000000000.0,197 pages,1644387,63861,the alchemist,eng,fiction,https://images.gr-assets.com/books/1483412266l/865.jpg,2019-11-16 23:17:03,5,15
881,73,21,4,charlotte brontë|michael mason,9780000000000.0,507 pages,1381404,34670,jane eyre,eng,classics,https://images.gr-assets.com/books/1327867269l/10210.jpg,2020-02-01 13:50:36,4,76
882,73,27,4,stephen chbosky,9780000000000.0,213 pages,1063711,50846,the perks of being a wallflower,eng,young adult,https://images.gr-assets.com/books/1520093244l/22628.jpg,2019-08-14 06:47:02,5,30
883,73,18,4,oscar wilde|jeffrey eugenides,9780000000000.0,367 pages,775701,22938,the picture of dorian gray,eng,fiction,https://images.gr-assets.com/books/1424596966l/5297.jpg,2019-08-13 22:22:57,3,41
884,73,10,5,j.r.r. tolkien,9780000000000.0,1728 pages,99793,1652,j.r.r. tolkien 4-book boxed set: the hobbit and the lord of the rings,eng,fantasy,https://images.gr-assets.com/books/1346072396l/30.jpg,2019-10-02 12:51:46,3,24
885,73,28,5,cassandra clare|franca fritz|heinrich koop|franka fritz,9780000000000.0,485 pages,1383479,55446,city of bones,eng,fantasy,https://images.gr-assets.com/books/1432730315l/256683.jpg,2019-08-01 06:52:55,2,23
886,73,23,4,william golding,9780000000000.0,182 pages,1840595,30634,lord of the flies,eng,classics,https://images.gr-assets.com/books/1327869409l/7624.jpg,2020-01-29 23:50:42,1,68
887,73,287,3,ralph ellison,9780000000000.0,581 pages,138822,4782,invisible man,eng,classics,https://images.gr-assets.com/books/1352854247l/16981.jpg,2019-05-30 01:02:04,2,29
888,73,130,4,mitch albom,9780000000000.0,196 pages,501872,17931,the five people you meet in heaven,eng,fiction,https://images.gr-assets.com/books/1388200541l/3431.jpg,2019-09-09 03:01:39,5,59
889,73,405,3,tennessee williams,9780000000000.0,107 pages,238416,3367,a streetcar named desire,eng,plays,https://images.gr-assets.com/books/1389153133l/12220.jpg,2019-04-27 18:50:46,3,41
890,73,829,3,jennifer l. armentrout,9780000000000.0,366 pages,129477,9514,onyx,eng,young adult,https://images.gr-assets.com/books/1329408511l/13047090.jpg,2019-12-06 08:44:49,2,44
891,73,1949,4,stephen king|william olivier desmond|maria teresa marenco,9780000000000.0,688 pages,134817,2084,dreamcatcher,eng,horror,https://images.gr-assets.com/books/1386922451l/11570.jpg,2020-02-14 00:26:37,4,28
892,73,2403,5,anne bishop,9780000000000.0,430 pages,23100,585,queen of the darkness,eng,fantasy,https://images.gr-assets.com/books/1170349027l/47959.jpg,2019-08-13 00:06:40,1,28
893,70,172,5,william shakespeare|barbara a. mowat|paul werstine|catherine belsey,9780000000000.0,298 pages,395736,6537,a midsummer night's dream,eng,classics,https://images.gr-assets.com/books/1327874534l/1622.jpg,2019-07-05 06:41:17,5,65
894,70,10,3,j.r.r. tolkien,9780000000000.0,1728 pages,99793,1652,j.r.r. tolkien 4-book boxed set: the hobbit and the lord of the rings,eng,fantasy,https://images.gr-assets.com/books/1346072396l/30.jpg,2020-03-10 21:59:03,2,24
